Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
Northcote,39 Barry St,3,h,1710000,PI,Collins,2016-04-06,5.5,3070,3,1,1,247,160,1890,Darebin City Council,-37.7798,144.9952,Northern Metropolitan,11364
Northcote,51 Kellett St,4,h,1590000,SP,Jellis,2016-04-06,5.5,3070,4,1,1,484,120,1925,Darebin City Council,-37.7672,145.0095,Northern Metropolitan,11364
Northcote,15 Leonard St,3,h,600000,S,Nelson,2016-04-06,5.5,3070,3,2,0,356,156,1910,Darebin City Council,-37.7821,145.0131,Northern Metropolitan,11364
Northcote,12 Simpson St,6,h,2000000,SP,Nelson,2016-04-06,5.5,3070,6,2,2,772,257,1992,Darebin City Council,-37.7813,145.0065,Northern Metropolitan,11364
Northcote,142 Separation St,2,h,600000,SP,Nelson,2016-06-08,5.5,3070,2,1,1,455,120,1970,Darebin City Council,-37.7703,145.0059,Northern Metropolitan,11364
Northcote,16/116 Arthurton Rd,2,u,418000,SP,hockingstuart,2016-07-05,5.5,3070,2,1,1,1882,120,1970,Darebin City Council,-37.768,144.9895,Northern Metropolitan,11364
Northcote,91 Charles St,3,h,600000,SN,Nelson,2016-07-05,5.5,3070,2,1,1,4640,120,1970,Darebin City Council,-37.7769,144.9942,Northern Metropolitan,11364
Northcote,77 Dennis St,3,h,860000,PI,Nelson,2016-07-05,5.5,3070,3,1,1,213,120,1970,Darebin City Council,-37.766,145.0039,Northern Metropolitan,11364
Northcote,8 Salisbury Gr,2,h,600000,SP,Miles,2016-07-05,5.5,3070,2,1,0,210,101,1890,Darebin City Council,-37.7654,145.0026,Northern Metropolitan,11364
Northcote,21 Vauxhall Rd,4,h,600000,S,Jellis,2016-07-05,5.5,3070,3,2,1,538,120,1920,Darebin City Council,-37.7765,145.0117,Northern Metropolitan,11364
Northcote,29 Westgarth St,4,h,1700000,PI,hockingstuart,2016-07-05,5.5,3070,4,2,1,415,218,1900,Darebin City Council,-37.7807,144.9948,Northern Metropolitan,11364
Northcote,99 Christmas St,2,h,1575000,SA,McGrath,2016-07-11,5.5,3070,2,1,3,607,126,1945,Darebin City Council,-37.7668,145.0149,Northern Metropolitan,11364
Northcote,58 Herbert St,2,h,950000,S,Purplebricks,2016-07-11,5.5,3070,2,1,1,191,73,1920,Darebin City Council,-37.7715,144.9951,Northern Metropolitan,11364
Northcote,6 Brooke St,3,h,1655000,SP,Jellis,2016-08-10,5.5,3070,3,1,3,472,101,1924,Darebin City Council,-37.7765,145.0027,Northern Metropolitan,11364
Northcote,13 Helen St,4,h,1950000,S,Jellis,2016-08-10,5.5,3070,4,1,2,608,120,1870,Darebin City Council,-37.7731,144.9967,Northern Metropolitan,11364
Northcote,32 Stott St,4,h,905000,S,Nelson,2016-08-10,5.5,3070,2,1,1,314,120,1970,Darebin City Council,-37.763,144.9978,Northern Metropolitan,11364
Northcote,91 Arthurton Rd,3,h,1255000,S,Nelson,2016-10-09,5.5,3070,3,2,1,259,156,1910,Darebin City Council,-37.7687,144.9922,Northern Metropolitan,11364
Northcote,122 Emmaline St,2,h,1020000,S,Nelson,2016-10-09,5.5,3070,2,1,2,347,115,1935,Darebin City Council,-37.763,144.9886,Northern Metropolitan,11364
Northcote,20 Salisbury Gr,2,h,790000,PI,McGrath,2016-10-09,5.5,3070,2,1,1,136,78,2000,Darebin City Council,-37.7651,145.0027,Northern Metropolitan,11364
Northcote,124a Victoria Rd,3,h,990000,S,Barry,2016-10-09,5.5,3070,2,1,2,497,120,1970,Darebin City Council,-37.7739,145.0114,Northern Metropolitan,11364
Northcote,2B Creek Pde,4,h,2270000,S,Collins,2016-10-12,5.5,3070,4,2,2,440,120,1992,Darebin City Council,-37.7852,144.9975,Northern Metropolitan,11364
Northcote,3/113 Mitchell St,2,u,600000,PI,Jellis,2016-10-12,5.5,3070,2,1,1,678,120,1965,Darebin City Council,-37.7728,145.0065,Northern Metropolitan,11364
Northcote,156 Separation St,2,h,900000,S,Brad,2016-10-12,5.5,3070,2,1,0,367,120,1970,Darebin City Council,-37.7704,145.0067,Northern Metropolitan,11364
Northcote,109 Victoria Rd,3,h,1300000,S,Nelson,2017-11-02,5.5,3070,3,2,1,379,120,1970,Darebin City Council,-37.7741,145.0109,Northern Metropolitan,11364
Northcote,68b Derby St,4,h,1310000,PI,Nelson,2016-12-06,5.5,3070,4,2,2,282,120,1970,Darebin City Council,-37.7709,145.0057,Northern Metropolitan,11364
Northcote,14 Henry St,2,h,1112000,S,Nelson,2016-12-06,5.5,3070,4,1,2,238,120,1970,Darebin City Council,-37.7732,144.9957,Northern Metropolitan,11364
Northcote,121 Mitchell St,5,h,600000,SN,Nelson,2016-12-06,5.5,3070,4,2,2,442,289,1950,Darebin City Council,-37.7729,145.0071,Northern Metropolitan,11364
Northcote,56 Andrew St,3,h,600000,SN,Nelson,2016-12-11,5.5,3070,3,1,2,532,115,1923,Darebin City Council,-37.7715,145.0043,Northern Metropolitan,11364
Northcote,141 Arthurton Rd,2,h,910000,S,Nelson,2016-12-11,5.5,3070,2,1,2,229,120,1900,Darebin City Council,-37.7681,144.9877,Northern Metropolitan,11364
Northcote,238 Victoria Rd,3,h,1190000,S,Nelson,2016-12-11,5.5,3070,3,1,1,445,125,1920,Darebin City Council,-37.7652,145.0123,Northern Metropolitan,11364
Northcote,1/221 Westgarth St,3,t,865000,S,Love,2016-12-11,5.5,3070,3,1,2,184,108,2006,Darebin City Council,-37.7825,145.0104,Northern Metropolitan,11364
Northcote,176 Darebin Rd,3,h,600000,PI,Jellis,2016-08-13,5.5,3070,3,2,1,270,120,1930,Darebin City Council,-37.7648,145.0129,Northern Metropolitan,11364
Northcote,57a Derby St,3,h,600000,PI,Nelson,2016-08-13,5.5,3070,3,2,2,286,188,2007,Darebin City Council,-37.7708,145.0054,Northern Metropolitan,11364
Northcote,13 Hawthorn Rd,4,h,2175000,S,Nelson,2016-08-13,5.5,3070,5,2,1,573,186,1890,Darebin City Council,-37.7707,144.9924,Northern Metropolitan,11364
Northcote,154 Separation St,3,h,1085000,S,Brace,2016-08-13,5.5,3070,3,1,2,610,120,1970,Darebin City Council,-37.7704,145.0066,Northern Metropolitan,11364
Northcote,29 Cunningham St,5,h,600000,PN,Barry,2016-05-14,5.5,3070,6,3,2,777,385,2001,Darebin City Council,-37.7818,144.9955,Northern Metropolitan,11364
Northcote,19 Hunter St,2,h,890000,S,hockingstuart,2016-05-14,5.5,3070,2,1,1,225,92,1910,Darebin City Council,-37.7663,145.0009,Northern Metropolitan,11364
Northcote,22 Leonard St,2,h,600000,S,Nelson,2016-05-14,5.5,3070,2,1,1,269,120,1920,Darebin City Council,-37.7816,145.0135,Northern Metropolitan,11364
Northcote,81 Mitchell St,5,h,2700000,S,hockingstuart,2016-05-14,5.5,3070,4,3,3,490,331,1920,Darebin City Council,-37.7726,145.0048,Northern Metropolitan,11364
Northcote,118 Roberts St,2,h,1101000,S,Jellis,2016-05-14,5.5,3070,2,1,0,229,99,1910,Darebin City Council,-37.7784,145.0042,Northern Metropolitan,11364
Northcote,36 Tanner Gr,3,h,926000,S,hockingstuart,2016-05-14,5.5,3070,3,1,2,380,120,1970,Darebin City Council,-37.7709,145.0105,Northern Metropolitan,11364
Northcote,142 Beaconsfield Pde,5,h,600000,S,Nelson,2016-10-15,5.5,3070,5,2,0,351,150,1925,Darebin City Council,-37.7638,144.989,Northern Metropolitan,11364
Northcote,6 Clarke St,3,h,1050000,SP,Nelson,2016-10-15,5.5,3070,3,1,0,158,106,1910,Darebin City Council,-37.7756,144.9891,Northern Metropolitan,11364
Northcote,1/78 Helen St,3,h,1010000,S,Nelson,2016-10-15,5.5,3070,3,1,1,178,124,2000,Darebin City Council,-37.771,144.9974,Northern Metropolitan,11364
Northcote,2 Jamieson St,5,h,2155000,S,Jellis,2016-10-15,5.5,3070,5,2,2,692,120,1920,Darebin City Council,-37.7784,145.0035,Northern Metropolitan,11364
Northcote,13 Andrew St,3,h,1900000,SP,hockingstuart,2016-04-16,5.5,3070,3,1,1,522,174,1910,Darebin City Council,-37.7752,145.0032,Northern Metropolitan,11364
Northcote,121 Bent St,2,h,888000,SP,hockingstuart,2016-04-16,5.5,3070,2,1,1,190,102,1985,Darebin City Council,-37.7667,144.9909,Northern Metropolitan,11364
Northcote,45 Emmaline St,2,h,1020000,S,Nelson,2016-04-16,5.5,3070,2,1,1,354,97,1920,Darebin City Council,-37.7638,144.9933,Northern Metropolitan,11364
Northcote,34 Oamaru St,3,h,1160000,S,hockingstuart,2016-04-16,5.5,3070,2,3,2,425,120,1970,Darebin City Council,-37.7684,145.0099,Northern Metropolitan,11364
Northcote,2/13 Spencer St,2,h,844000,S,Barry,2016-04-16,5.5,3070,2,1,1,174,106,1995,Darebin City Council,-37.7642,144.9963,Northern Metropolitan,11364
Northcote,64 Union St,3,h,1860000,S,Nelson,2016-04-16,5.5,3070,2,3,1,448,120,1970,Darebin City Council,-37.7792,144.9951,Northern Metropolitan,11364
Northcote,48 Barry St,3,h,1676000,S,Jellis,2016-07-16,5.5,3070,3,1,2,401,120,1970,Darebin City Council,-37.7801,144.9954,Northern Metropolitan,11364
Northcote,10 Campbell Gr,3,t,900000,S,Nelson,2016-07-16,5.5,3070,3,2,2,608,138,2012,Darebin City Council,-37.7763,144.9967,Northern Metropolitan,11364
Northcote,83 Bastings St,3,h,1300000,S,Nelson,2016-09-17,5.5,3070,3,1,1,328,135,1920,Darebin City Council,-37.7745,145.0045,Northern Metropolitan,11364
Northcote,4/140 Darebin Rd,3,u,810000,SP,Jellis,2016-09-17,5.5,3070,3,1,2,150,119,2000,Darebin City Council,-37.7648,145.0098,Northern Metropolitan,11364
Northcote,96 Helen St,3,h,600000,S,Jellis,2016-09-17,5.5,3070,3,2,1,278,151,1900,Darebin City Council,-37.77,144.9976,Northern Metropolitan,11364
Northcote,9 Brooke St,2,h,1255000,S,Ray,2017-03-18,5.5,3070,2,1,2,314,120,1970,Darebin City Council,-37.7762,145.003,Northern Metropolitan,11364
Northcote,2/19 Glanfield St,2,u,665000,PI,Barry,2017-03-18,5.5,3070,2,1,1,120,76,1975,Darebin City Council,-37.7715,145.0075,Northern Metropolitan,11364
Northcote,17 McDonald St,4,h,600000,SN,Noel,2017-03-18,5.5,3070,4,1,1,351,128,1925,Darebin City Council,-37.7816,145.0115,Northern Metropolitan,11364
Northcote,17B McFarlane St,2,h,1085000,S,McGrath,2017-03-18,5.5,3070,2,2,1,152,120,1970,Darebin City Council,-37.7661,145.0001,Northern Metropolitan,11364
Northcote,7 McLachlan St,3,h,2315000,SP,McGrath,2017-03-18,5.5,3070,3,1,2,899,143,1960,Darebin City Council,-37.7822,144.9935,Northern Metropolitan,11364
Northcote,14 Thames St,4,h,600000,S,Jellis,2017-03-18,5.5,3070,4,2,2,634,120,1920,Darebin City Council,-37.7721,145.0092,Northern Metropolitan,11364
Northcote,79 Christmas St,2,h,1170000,S,Barry,2016-06-18,5.5,3070,2,1,3,453,93,1920,Darebin City Council,-37.7666,145.0132,Northern Metropolitan,11364
Northcote,63 Union St,3,h,600000,S,Nelson,2016-06-18,5.5,3070,3,1,2,185,105,1890,Darebin City Council,-37.7788,144.9944,Northern Metropolitan,11364
Northcote,24 Barry St,3,h,1715000,S,Harrington,2016-11-19,5.5,3070,3,1,1,407,143,1900,Darebin City Council,-37.7799,144.9937,Northern Metropolitan,11364
Northcote,178 Beaconsfield Pde,3,h,1396500,S,Woodards,2016-11-19,5.5,3070,3,1,1,302,120,1970,Darebin City Council,-37.7636,144.9864,Northern Metropolitan,11364
Northcote,26 Hayes St,3,h,1474000,S,Jellis,2016-11-19,5.5,3070,3,1,0,304,131,1910,Darebin City Council,-37.7642,145.001,Northern Metropolitan,11364
Northcote,4A Jessie St,3,h,1340000,S,Jellis,2016-11-19,5.5,3070,3,2,1,165,120,1997,Darebin City Council,-37.7814,145.0039,Northern Metropolitan,11364
Northcote,129 Separation St,3,h,980000,S,Nelson,2016-11-19,5.5,3070,3,1,0,279,120,1970,Darebin City Council,-37.77,145.0049,Northern Metropolitan,11364
Northcote,6 Dally St,2,h,1035000,S,hockingstuart,2016-05-22,5.5,3070,2,1,2,243,102,1890,Darebin City Council,-37.7653,145.0014,Northern Metropolitan,11364
Northcote,42 Kellett St,3,h,1760000,S,Nelson,2016-05-22,5.5,3070,2,2,2,403,180,1920,Darebin City Council,-37.7673,145.0081,Northern Metropolitan,11364
Northcote,19a Victoria Rd,3,h,975000,S,Barry,2016-05-22,5.5,3070,3,1,2,274,120,2006,Darebin City Council,-37.7815,145.0096,Northern Metropolitan,11364
Northcote,24 Aberdeen Gr,2,h,600000,S,Jellis,2016-08-22,5.5,3070,2,1,1,282,120,1970,Darebin City Council,-37.7744,144.992,Northern Metropolitan,11364
Northcote,12 Lennox St,4,h,600000,S,Jellis,2016-08-22,5.5,3070,4,2,0,279,157,1920,Darebin City Council,-37.7715,145.0031,Northern Metropolitan,11364
Northcote,8 Reid St,2,h,1095000,S,Ray,2016-08-22,5.5,3070,2,1,2,306,86,1910,Darebin City Council,-37.7644,145.004,Northern Metropolitan,11364
Northcote,12 Stott St,3,h,1225000,SP,Barry,2016-04-23,5.5,3070,3,1,2,307,135,1910,Darebin City Council,-37.764,144.9976,Northern Metropolitan,11364
Northcote,43 Andrew St,4,h,2004000,S,Jellis,2016-09-24,5.5,3070,3,2,1,569,120,1970,Darebin City Council,-37.772,145.0039,Northern Metropolitan,11364
Northcote,52 Charles St,2,h,1211000,S,Jellis,2016-09-24,5.5,3070,2,1,1,178,100,1900,Darebin City Council,-37.777,144.9922,Northern Metropolitan,11364
Northcote,167 Clarke St,5,h,4300000,SP,McGrath,2016-09-24,5.5,3070,4,4,3,569,120,1910,Darebin City Council,-37.7763,144.9964,Northern Metropolitan,11364
Northcote,23 Howitt St,3,h,1400000,S,Collins,2016-09-24,5.5,3070,3,1,1,335,120,1970,Darebin City Council,-37.7816,145.0141,Northern Metropolitan,11364
Northcote,1/13 Kellett St,2,u,770000,S,Nelson,2016-09-24,5.5,3070,2,1,1,129,115,1975,Darebin City Council,-37.7668,145.0063,Northern Metropolitan,11364
Northcote,130 Mitchell St,3,h,1090000,SP,Miles,2016-09-24,5.5,3070,3,1,2,318,120,1970,Darebin City Council,-37.7733,145.0078,Northern Metropolitan,11364
Northcote,33 Oxford St,4,h,1830000,S,McGrath,2016-09-24,5.5,3070,3,1,1,654,120,1970,Darebin City Council,-37.7756,145.0082,Northern Metropolitan,11364
Northcote,239 Victoria Rd,3,h,1000000,VB,Nelson,2016-09-24,5.5,3070,3,1,1,440,131,1930,Darebin City Council,-37.7663,145.0118,Northern Metropolitan,11364
Northcote,5/216 Westgarth St,2,u,600000,S,Jellis,2016-09-24,5.5,3070,2,1,1,671,120,1970,Darebin City Council,-37.7833,145.0135,Northern Metropolitan,11364
Northcote,7 Campbell Gr,2,h,600000,SP,Jellis,2017-02-25,5.5,3070,2,1,0,196,120,1970,Darebin City Council,-37.7758,144.9969,Northern Metropolitan,11364
Northcote,27 Zoe Cct,3,t,980000,S,Harrington,2017-02-25,5.5,3070,3,2,2,195,120,1970,Darebin City Council,-37.7678,144.9853,Northern Metropolitan,11364
Northcote,174 Beaconsfield Pde,4,h,1310000,S,Nelson,2016-06-27,5.5,3070,4,2,1,355,120,1970,Darebin City Council,-37.7636,144.9872,Northern Metropolitan,11364
Northcote,14 Bent St,3,h,600000,SN,hockingstuart,2016-06-27,5.5,3070,3,1,1,251,129,1925,Darebin City Council,-37.7673,144.9981,Northern Metropolitan,11364
Northcote,14 Northcote St,2,h,1050000,S,Barry,2016-06-27,5.5,3070,2,1,2,301,100,1925,Darebin City Council,-37.774,145.0081,Northern Metropolitan,11364
Northcote,29 Traill St,5,h,1700000,S,Nelson,2016-06-27,5.5,3070,5,3,1,450,265,1930,Darebin City Council,-37.7701,144.9886,Northern Metropolitan,11364
Northcote,162 Bastings St,3,h,2160000,S,Jellis,2016-11-27,5.5,3070,3,2,1,338,90,1920,Darebin City Council,-37.7757,145.0119,Northern Metropolitan,11364
Northcote,6 Maivary La,2,h,600000,S,Jellis,2016-11-27,5.5,3070,2,2,2,320,120,1970,Darebin City Council,-37.7749,145.0103,Northern Metropolitan,11364
Northcote,13 Vauxhall Rd,3,h,1610000,S,Jellis,2016-11-27,5.5,3070,3,1,2,501,120,1970,Darebin City Council,-37.7771,145.0116,Northern Metropolitan,11364
Northcote,160 Bent St,4,h,1420000,S,hockingstuart,2016-05-28,5.5,3070,3,1,1,465,137,1890,Darebin City Council,-37.7662,144.9889,Northern Metropolitan,11364
Northcote,8 Bent St,3,h,600000,S,hockingstuart,2016-05-28,5.5,3070,3,1,1,247,120,1970,Darebin City Council,-37.7673,144.9984,Northern Metropolitan,11364
Northcote,3 Brooke St,4,h,1950000,S,hockingstuart,2016-05-28,5.5,3070,4,2,1,489,140,1910,Darebin City Council,-37.7762,145.0027,Northern Metropolitan,11364
Northcote,4 Clifton St,5,h,1820000,SP,hockingstuart,2016-05-28,5.5,3070,5,3,2,344,230,1939,Darebin City Council,-37.7677,145.0085,Northern Metropolitan,11364
Northcote,27 Vauxhall Rd,4,h,1900000,PI,hockingstuart,2016-05-28,5.5,3070,3,2,1,537,120,1970,Darebin City Council,-37.7763,145.0117,Northern Metropolitan,11364
Northcote,3 Atkinson St,3,h,1080000,S,Harrington,2016-08-28,5.5,3070,2,1,1,348,130,1910,Darebin City Council,-37.7799,145.011,Northern Metropolitan,11364
Northcote,95 Beavers Rd,2,h,600000,PN,McGrath,2016-08-28,5.5,3070,3,2,1,175,81,1910,Darebin City Council,-37.7662,144.9932,Northern Metropolitan,11364
Northcote,58 Bridge St,3,h,600000,S,Nelson,2016-08-28,5.5,3070,3,1,1,247,120,1970,Darebin City Council,-37.7782,144.9947,Northern Metropolitan,11364
Northcote,54 Charles St,3,h,600000,S,Jellis,2016-08-28,5.5,3070,3,1,1,193,120,1970,Darebin City Council,-37.777,144.9922,Northern Metropolitan,11364
Northcote,70 James St,3,h,1450000,PI,McGrath,2016-08-28,5.5,3070,3,1,1,489,120,1900,Darebin City Council,-37.7756,145.0002,Northern Metropolitan,11364
Northcote,72 James St,2,h,600000,PI,McGrath,2016-08-28,5.5,3070,2,1,1,471,120,1970,Darebin City Council,-37.7757,145.0003,Northern Metropolitan,11364
Northcote,14 Jenkins St,3,h,1400000,S,McGrath,2016-08-28,5.5,3070,3,1,2,582,120,1932,Darebin City Council,-37.7651,145.0062,Northern Metropolitan,11364
Northcote,41 Johnson St,2,h,1340000,S,McGrath,2016-08-28,5.5,3070,2,1,1,297,108,1910,Darebin City Council,-37.7627,144.9986,Northern Metropolitan,11364
Northcote,43 Salisbury Gr,4,h,1300000,VB,Jellis,2016-08-28,5.5,3070,4,3,2,187,120,1970,Darebin City Council,-37.7642,145.0025,Northern Metropolitan,11364
Northcote,25 Simpson St,4,h,2340000,S,McGrath,2016-08-28,5.5,3070,4,2,3,824,231,1920,Darebin City Council,-37.7803,145.0063,Northern Metropolitan,11364
Northcote,77 Union St,2,h,1634000,SP,Nelson,2016-08-28,5.5,3070,2,1,2,376,109,1920,Darebin City Council,-37.7789,144.9952,Northern Metropolitan,11364
Northcote,27 Westgarth St,4,h,600000,S,Nelson,2016-08-28,5.5,3070,3,1,0,417,120,1970,Darebin City Council,-37.7807,144.9947,Northern Metropolitan,11364
Northcote,51 Beavers Rd,2,h,910000,S,Jellis,2016-07-30,5.5,3070,2,1,1,150,81,1995,Darebin City Council,-37.7665,144.9955,Northern Metropolitan,11364
Northcote,78 Bridge St,4,h,1650000,S,Nelson,2016-07-30,5.5,3070,4,1,1,382,168,1970,Darebin City Council,-37.7784,144.9959,Northern Metropolitan,11364
Northcote,106 Christmas St,3,t,1130000,S,Nelson,2016-07-30,5.5,3070,3,2,1,229,120,1970,Darebin City Council,-37.7671,145.0153,Northern Metropolitan,11364
Northcote,215 Clarke St,4,h,3850000,PI,Jellis,2016-07-30,5.5,3070,4,4,8,1390,120,1912,Darebin City Council,-37.7767,144.9996,Northern Metropolitan,11364
Northcote,270 Clarke St,3,h,600000,SN,Nelson,2016-07-30,5.5,3070,3,2,2,228,102,1915,Darebin City Council,-37.7775,145.0039,Northern Metropolitan,11364
Northcote,155 Westbourne Gr,3,h,1510000,PI,Jellis,2016-07-30,5.5,3070,3,1,3,327,165,1900,Darebin City Council,-37.7741,144.9971,Northern Metropolitan,11364
Northcote,118 Westgarth St,3,h,1500000,PI,Jellis,2016-07-30,5.5,3070,4,1,8,727,120,1900,Darebin City Council,-37.7825,145.0072,Northern Metropolitan,11364
Northcote,120 Westgarth St,4,h,2315000,S,Jellis,2016-07-30,5.5,3070,3,2,4,750,120,1970,Darebin City Council,-37.7825,145.0073,Northern Metropolitan,11364
Oak Park,14 Marie St,3,h,892000,S,Nelson,2016-03-09,11.5,3046,3,1,3,757,120,1970,Moreland City Council,-37.718,144.9174,Northern Metropolitan,2651
Oak Park,1 Victoria St,2,h,592000,S,Barry,2016-03-09,11.5,3046,2,1,2,577,120,1970,Moreland City Council,-37.7137,144.9167,Northern Metropolitan,2651
Oak Park,1/1 Gregory St,3,u,647000,S,Brad,2016-03-12,11.5,3046,3,1,2,250,120,1970,Moreland City Council,-37.7232,144.9148,Northern Metropolitan,2651
Oak Park,40 Winifred St,4,h,865000,S,Brad,2016-03-12,11.5,3046,4,1,2,696,160,1955,Moreland City Council,-37.7209,144.9158,Northern Metropolitan,2651
Oak Park,7 Cartwright St,4,h,1350000,S,Eview,2017-04-03,11.5,3046,4,2,2,590,237,1970,Moreland City Council,-37.7151,144.9194,Northern Metropolitan,2651
Oak Park,1/9 Cartwright St,2,u,476000,S,hockingstuart,2016-06-08,11.5,3046,2,1,1,189,85,1995,Moreland City Council,-37.7151,144.9191,Northern Metropolitan,2651
Oak Park,1/8 Gregory St,3,t,600000,PI,Barry,2016-06-08,11.5,3046,3,2,2,176,113,2010,Moreland City Council,-37.7231,144.9153,Northern Metropolitan,2651
Oak Park,2/27 Nerissa Gr,2,h,600000,S,Jellis,2016-07-05,11.5,3046,2,1,1,152,85,2000,Moreland City Council,-37.7188,144.9228,Northern Metropolitan,2651
Oak Park,40 New Rd,4,h,830000,PI,Brad,2016-07-05,11.5,3046,4,2,2,616,120,1950,Moreland City Council,-37.7134,144.9096,Northern Metropolitan,2651
Oak Park,44 Devereaux St,3,h,706000,PI,Eview,2016-07-11,11.5,3046,3,1,0,715,111,1960,Moreland City Council,-37.7143,144.9092,Northern Metropolitan,2651
Oak Park,11 Murphy St,4,h,920000,S,Ray,2016-07-11,11.5,3046,4,2,2,780,179,1965,Moreland City Council,-37.7168,144.9171,Northern Metropolitan,2651
Oak Park,69a Rhodes Pde,3,h,600000,SN,Barry,2016-08-10,11.5,3046,3,2,2,327,195,2000,Moreland City Council,-37.7152,144.924,Northern Metropolitan,2651
Oak Park,4/13 Sylvester St,2,u,522000,S,Stockdale,2016-08-10,11.5,3046,2,1,1,161,91,2012,Moreland City Council,-37.7204,144.9131,Northern Metropolitan,2651
Oak Park,14 Barina Rd,4,h,600000,PN,Eview,2016-10-09,11.5,3046,4,2,2,665,254,2005,Moreland City Council,-37.7146,144.9222,Northern Metropolitan,2651
Oak Park,7 Pines Gr,4,h,690000,S,Brad,2016-10-09,11.5,3046,3,1,1,553,137,1960,Moreland City Council,-37.7161,144.9165,Northern Metropolitan,2651
Oak Park,1/85 Winifred St,3,h,600000,PN,Eview,2016-10-09,11.5,3046,3,1,1,276,94,1950,Moreland City Council,-37.7182,144.912,Northern Metropolitan,2651
Oak Park,4 Ridge Rd,4,h,800000,S,Stockdale,2016-10-12,11.5,3046,4,2,1,589,120,1970,Moreland City Council,-37.7151,144.9157,Northern Metropolitan,2651
Oak Park,6A Albert St,4,t,600000,PI,Brad,2017-11-02,11.5,3046,4,2,1,405,226,2000,Moreland City Council,-37.7198,144.9258,Northern Metropolitan,2651
Oak Park,1/22 Lex Gr,3,t,770000,S,Brad,2017-11-02,11.5,3046,3,2,2,272,138,2012,Moreland City Council,-37.7182,144.9244,Northern Metropolitan,2651
Oak Park,10 Grevillia Rd,5,h,1100000,PI,Nelson,2016-12-11,11.5,3046,5,2,4,783,223,1950,Moreland City Council,-37.7207,144.9263,Northern Metropolitan,2651
